name,image_url,recipe_keys,recipe_wpp,recipe_cal,recipe_protein,recipe_carbs,recipe_fat,recipe_time,recipe_ratings,num_of_rating,recipe_share_count,recipe_summary
Grilled Asparagus,https://www.skinnytaste.com/wp-content/uploads/2023/06/Grilled-Asparagus-2-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",1,57,2.5,5.5,3.5,18 mins,5,3,1312,"For the best grilled asparagus, marinate them in a simple balsamic dressing, then grill until charred. An easy, healthy side dish!"
27 Amazing Father’s Day Gifts That He’ll Actually Use,https://www.skinnytaste.com/wp-content/uploads/2023/05/fathersday-260x390.png,[],,,,,,,0,0,,
Vegetable Charcuterie Board,https://www.skinnytaste.com/wp-content/uploads/2023/09/Vegetable-Charcuterie-Board-9-260x390.jpg,"['Under 30 Minutes', 'Vegetarian Meals']",,,,,,20 mins,5,2,289,"Move over meat and cheese because veggie boards are healthy, impressive and easy-to-make for your next party!"
14 Boneless Chicken Thigh Recipes,https://www.skinnytaste.com/wp-content/uploads/2023/04/14-best-boneless-chicken-thigh-recipes-260x390.png,[],,,,,,,0,0,1105,"This recipe for succulent air fryer chicken thighs is smothered in a mouthwatering sweet and sticky Asian-style glaze with honey, garlic, and ginger. Serve with broccoli to make it a meal."
Chicken Summer Rolls,https://www.skinnytaste.com/wp-content/uploads/2023/05/Chicken-Summer-Rolls-9-260x390.jpg,['Dairy Free'],8,299,23,30,16,40 mins,4.84,6,1318,These ground chicken summer rolls with hoisin sauce are fresh and light with a wonderful combination of textures and flavors. 
Cheesy Stuffed Chicken Breast with Zucchini,https://www.skinnytaste.com/wp-content/uploads/2023/05/Cheesy-Stuffed-Chicken-Breast-with-Zucchini-8-260x390.jpg,"['Freezer Meals', 'Gluten Free', 'Low Carb']",7,429,63,5,18,35 mins,4.77,34,4211,"These Cheesy Stuffed Chicken Breasts with zucchini, cheddar cheese, and cream cheese are delicious and perfect if you're looking for a high protein dinner idea."
Pickled Red Onions,https://www.skinnytaste.com/wp-content/uploads/2023/05/Skinny-taste-pickled-onions-07-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb', 'Vegetarian Meals']",0,16,0.5,3.5,,1 hr 7 mins,5,11,5909,"These easy pickled red onions are delicious and versatile. They add a tangy, slightly sweet, and crunchy element to steaks, sandwiches, tacos, burrito bowls and more!"
Macaroni Salad with Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2009/05/Macaroni-Salad-with-Tomatoes-8-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",4,125,3.5,21.5,3.5,25 mins,4.84,30,15721,"This is the BEST Macaroni Salad recipe with tomatoes and black olives, the perfect side dish for all your summer BBQs."
How To Grill Corn on The Cob,https://www.skinnytaste.com/wp-content/uploads/2023/05/Skinny-taste-how-to-grill-corn-on-the-cob-01-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",0,77,3,17,1,50 mins,5,2,920,"Grilling corn is an easy, classic summer side dish and a great addition to summer barbecues, camping trips and gatherings. Here's two ways to grill delicious corn on the cob!"
Blackened Grilled Salmon Skewers,https://www.skinnytaste.com/wp-content/uploads/2023/05/blackened-salmon-skewers-3-2-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb']",0,199,26.5,10.5,9,1 hr 30 mins,5,6,770,"You’ll be making these healthy, grilled Blackened Salmon Skewers all summer long! They're spicy, smoky, and delicious."
"The 20 Best Memorial Day Sales on Air Fryers, Cookware, and More",https://www.skinnytaste.com/wp-content/uploads/2023/05/memorial-day-hero-260x390.jpg,[],,,,,,,0,0,,
Cilantro Lime Shrimp,https://www.skinnytaste.com/wp-content/uploads/2018/01/Cilantro-Lime-Shrimp-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes', 'Whole30 Recipes']",1,119,19,2,3,10 mins,4.94,29,14313,"Quick and easy, Cilantro Lime Shrimp is bursting with flavor – and it takes just minutes to make!"
The Best Grilled Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2023/05/Grilled-Chicken-Breast-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Meal Prep Recipes', 'Whole30 Recipes']",2,339,51,1.5,12.5,41 mins,5,22,4450,"This is my go-to grilled chicken breast recipe, it comes out so juicy and flavorful, perfect over salads, sandwiches, or for meal prep!"
Creamy Cucumber Salad,https://www.skinnytaste.com/wp-content/uploads/2023/05/Creamy-Cucumber-Salad-7-260x390.jpg,"['Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",1,60,5,7,1.5,10 mins,5,7,3095,"This four-ingredient Creamy Cucumber Salad recipe, made with Greek yogurt and fresh dill, is one of my family's favorite summer side dishes."
Blueberry Galette,https://www.skinnytaste.com/wp-content/uploads/2023/05/Blueberry-Galette-6-260x390.jpg,"['Dairy Free', 'Kid Friendly', 'Vegetarian Meals']",5,155,2.5,31,6.5,1 hr 15 mins,4.97,29,5016,This easy blueberry galette is the perfect dessert to bake when fresh summer blueberries are in season or any time of the year. Using refrigerated pie dough makes it even faster!
Broccoli and Cheese Egg Muffins,https://www.skinnytaste.com/wp-content/uploads/2013/04/Broccoli-and-Cheese-Egg-Muffins-9-260x390.jpg,"['Freezer Meals', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Meal Prep Recipes', 'Under 30 Minutes', 'Vegetarian Meals']",2,167,18,5,8.5,35 mins,4.85,51,18807,"I love making a batch of these easy make-ahead, high-protein Broccoli and Cheese Egg Muffins for meal prep or breakfast on the go. "
Air Fryer Sweet Potato Fries,https://www.skinnytaste.com/wp-content/uploads/2017/12/air-fryer-sweet-potato-fries-1-6-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",5,221,3,42,5,20 mins,4.72,38,19974,"Crispy air fryer sweet potato fries are delicious and healthier, made with just a small amount of oil! "
"Pesto Pasta with Arugula, Asparagus, Peas, and Pistachios",https://www.skinnytaste.com/wp-content/uploads/2023/05/Pesto-Pasta-Salad-7-260x390.jpg,['Vegetarian Meals'],9,380,14,52,15,35 mins,4.79,14,1233,"This healthy Pesto Pasta with Arugula, Asparagus, Peas, and Pistachios is fresh, bright, and absolutely delicious!"
Red Potato Salad,https://www.skinnytaste.com/wp-content/uploads/2009/06/Baby-Red-Potato-Salad-5-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",2,107,2.2,17.8,3.2,25 mins,4.91,44,12471,This Baby Red Potato Salad recipe is light on the mayonnaise. A delicious side dish you will make all summer at your backyard BBQs.  
Grilled Potatoes,https://www.skinnytaste.com/wp-content/uploads/2012/06/grilled-potatoes-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",5,172,3.5,29,4.5,25 mins,5,12,1685,These crispy grilled potatoes are golden brown and delicious! An easy summer side dish to go along with anything you're grilling! 
Lentil Curry,https://www.skinnytaste.com/wp-content/uploads/2023/05/Lentil-Curry-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Meal Prep Recipes', 'Pressure Cooker Recipes', 'Vegetarian Meals']",0,216,13,41,1,40 mins,4.15,28,1867,"This easy lentil curry made with curry powder, garam masala, and other spices is perfect over white rice or cauliflower rice as a vegetarian main dish or as a side with coconut chicken curry."
Hot Dog Onions,https://www.skinnytaste.com/wp-content/uploads/2023/05/Hot-Dog-Onions-10-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",1,64,1,8,3.5,20 mins,5,6,568,"Smoky, tangy, and delicious, this is my mom’s recipe for saucy Hot Dog Onions. They’re the best onions for hot dogs and only take about 15 minutes to make!"
Creamy Orzo with Asparagus and Peas,https://www.skinnytaste.com/wp-content/uploads/2023/05/Creamy-Orzo-with-Asparagus-and-Peas-6-1-260x390.jpg,"['Dairy Free', 'Vegetarian Meals']",10,423,13,64,12,45 mins,5,7,1786,"This delicious, creamy orzo pasta dish with asparagus and peas is fresh, bright, and lemony – the perfect spring dinner. Plus, it’s vegan and dairy-free."
High-Protein Cottage Cheese Veggie Dip with Za’atar,https://www.skinnytaste.com/wp-content/uploads/2023/05/High-Protein-Cottage-Cheese-Veggie-Dip-5-260x390.jpg,"['Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",3,186,12.5,21.5,7,5 mins,5,3,593,High Protein Cottage Cheese Veggie Dip with Za'atar is a delicious and healthy snack that's easy to make and perfect for any time of day. A great way to get those veggies in!
Artichoke Dip,https://www.skinnytaste.com/wp-content/uploads/2010/12/Skinny-Artichoke-Dip-7-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",2,73.7,4.5,4.8,4,25 mins,5,9,4034,"This delicious hot artichoke dip is cheesy, creamy, and the perfect appetizer with baked pita or tortilla chips. "
Spicy Shrimp Francese with Calabrian Chili,https://www.skinnytaste.com/wp-content/uploads/2023/05/Spicy-Shrimp-Francese-with-Calabrian-Chili-7-260x390.jpg,"['Low Carb', 'Under 30 Minutes']",4,256,27.5,9,11,30 mins,4.83,17,1704,Spicy Shrimp Francese recipe with Calabrian Chili is a seafood dish combining traditional Italian Francese sauce with spicy Calabrian chili peppers.
Yogurt-Marinated Chicken,https://www.skinnytaste.com/wp-content/uploads/2023/05/Yogurt-Marinated-Chicken-6-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Low Carb']",7,314,46,4,11.5,1 hr 25 mins,5,35,2079,Easy Yogurt-Marinated Chicken made with grilled chicken thighs (or chicken breasts) made in a Greek yogurt marinade for the most tender chicken. 
English Muffin Breakfast Sandwich,https://www.skinnytaste.com/wp-content/uploads/2023/05/English-Muffin-Egg-Sandwich-8-2-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Meal Prep Recipes', 'Under 30 Minutes']",5,242,18.5,29.5,9.5,15 mins,5,6,1081,"This easy English Muffin Breakfast Sandwich with egg, turkey bacon, and cheese is my go-to egg sandwich and the best way to start the morning!"
20 High Protein Breakfast Ideas,https://www.skinnytaste.com/wp-content/uploads/2023/05/20-high-protein-breakfast-260x390.png,[],,,,,,,0,0,1214,Add some cottage cheese to your scrambled eggs for an easy high-protein breakfast. The results are fluffy eggs with over 17 grams of protein per serving!
Best Guacamole Recipe,https://www.skinnytaste.com/wp-content/uploads/2017/01/Guacamole-6-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Paleo', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",2,93,1,6,8,5 mins,5,25,7096,"This is the Best Guacamole Recipe, and it’s so easy to make! A healthy vegetarian dip to serve it with chips, tacos, tostones, and more. "
The BEST Chicken Enchilada Recipe,https://www.skinnytaste.com/wp-content/uploads/2011/08/Gina-Skinny-Chicken-Enchiladas-4-3-260x390.jpg,['Kid Friendly'],4,168,17,17,6.5,45 mins,4.88,407,69651,"These are the BEST Chicken enchiladas, my dish of choice anytime I go out for Mexican! If you're an enchilada lover like me, you will love these!!"
Pico de Gallo Salsa,https://www.skinnytaste.com/wp-content/uploads/2008/05/Pico-de-Gallo-9-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Paleo', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",0,36.5,1,8,0.5,5 mins,5,8,4584,"Pico de gallo is a type of raw salsa traditionally made from chopped tomato, onion, and jalapeno or serrano peppers, with salt, lime juice, and cilantro. "
Shrimp Tacos,https://www.skinnytaste.com/wp-content/uploads/2023/05/shrimp-tacos-1-260x390.jpg,"['Air Fryer Recipes', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,288,20,28.5,10.5,20 mins,5,26,6968,These healthy shrimp tacos are easy and delicious! Made with sautéed or air fried shrimp served on a warm tortilla with a quick slaw and spicy sauce.
Greek Tofu Bowls,https://www.skinnytaste.com/wp-content/uploads/2023/05/Greek-Tofu-Bowl-9-260x390.jpg,"['Gluten Free', 'Meal Prep Recipes', 'Vegetarian Meals']",8,485,32,30,27,1 hr,4.67,9,787,"These Greek Tofu Bowls feature crunchy and delicious breaded tofu cutlets over a bed of fresh, crispy veggies, all in a light dressing."
The 4 Best Air Fryers of 2023,https://www.skinnytaste.com/wp-content/uploads/2023/04/Air-Fryer-Salmon-with-Maple-Soy-Glaze-3-copy-260x390.jpg,[],,,,,,,0,0,139,
Angel Hair Pasta with Shrimp and Tomato Cream Sauce,https://www.skinnytaste.com/wp-content/uploads/2010/01/Angel-Hair-with-Shrimp-and-Tomato-Sauce-6-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Under 30 Minutes']",6,377,30,48,7,15 mins,4.93,38,5237,"Angel hair pasta with shrimp and tomato sauce is made with a touch of cream, white wine and a hint of lemon. A quick weeknight dinner!"
Lasagna Roll Ups With Cottage Cheese,https://www.skinnytaste.com/wp-content/uploads/2023/04/Cottage-Cheese-Lasagna-Rolls-6-260x390.jpg,"['Gluten Free', 'Vegetarian Meals']",11,462,32.5,52,15,55 mins,4.74,26,3438,"These easy, delicious, high-protein Cottage Cheese Lasagna Roll Ups are vegetarian and perfect weeknight dinners. "
Air Fryer Salmon Patties,https://www.skinnytaste.com/wp-content/uploads/2023/04/Air-Fryer-Salmon-Patties-5-260x390.jpg,"['Air Fryer Recipes', 'Dairy Free', 'Gluten Free', 'Meal Prep Recipes']",4,314,33.5,9.5,14.5,25 mins,5,10,1767,These Air Fryer Salmon Patties are great for using leftover salmon or canned salmon and turning it into something delicious.
30 Incredible Mother’s Day Gifts She’ll Absolutely Love,https://www.skinnytaste.com/wp-content/uploads/2023/04/30-Incredible-Mothers-Day-Gifts-260x390.png,[],,,,,,,0,0,149,
Flounder Piccata,https://www.skinnytaste.com/wp-content/uploads/2011/12/Flounder-Piccata-5-260x390.jpg,['Under 30 Minutes'],5,280,36,14,8,20 mins,5,25,5163,"Lightly pan fried breaded filet of flounder served in a lemon, wine, butter sauce with capers and parsley. A wonderful way to enjoy flounder, tilapia or any white fish."
Mexican Shrimp Cobb Salad,https://www.skinnytaste.com/wp-content/uploads/2011/07/Mexican-Cobb-Salad-1-4-260x390.jpg,"['Gluten Free', 'Under 30 Minutes']",3,267.5,28,24,9,15 mins,5,9,8005,"Mexican Shrimp Cobb Salad is a beautifully layered salad with shrimp, avocados, grilled corn, black bean salsa, cucumbers, tomatoes and cheese."
Roasted Strawberry Almond Flour Muffins,https://www.skinnytaste.com/wp-content/uploads/2023/04/Roasted-Strawberry-Almond-Flour-Muffins-8-260x390.jpg,"['Gluten Free', 'Kid Friendly', 'Vegetarian Meals']",6,164,6,15.5,8.5,50 mins,4.36,14,1583,"These gluten-free Roasted Strawberry Almond Flour Muffins are delicious and light, made with Greek yogurt, oat flour, and almond flour."
Fiesta Bean Salad,https://www.skinnytaste.com/wp-content/uploads/2013/04/Fiesta-Bean-Salad-5-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes', 'Vegetarian Meals']",3,335,14,47,11.5,10 mins,4.98,47,9566,"Fiesta Bean Salad is made with black beans, chick peas, tomatoes, cilantro and avocado tossed with a cumin-lime vinaigrette."
Ground Beef and Broccoli Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2023/04/Ground-Beef-and-Broccoli-8-260x390.jpg,['Dairy Free'],8,327,29,26,11,13 mins,4.72,90,9068,This easy Ground Beef and Broccoli stir-fry is perfect when you need a quick weeknight dinner!
Roasted Mushrooms with Parmesan,https://www.skinnytaste.com/wp-content/uploads/2023/04/Roasted-Mushroom-Medley-with-Parmesan-5-260x390.jpg,"['Gluten Free', 'Keto Recipes', 'Kid Friendly', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals']",3,120,7,6,9,30 mins,5,5,1355,These easy oven roasted mushrooms can be made with any variety of mushrooms – just make sure to keep the slices a similar size so they roast evenly.
Huevos Pericos,https://www.skinnytaste.com/wp-content/uploads/2008/03/Huevos-Pericos-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Keto Recipes', 'Low Carb', 'Under 30 Minutes', 'Vegetarian Meals', 'Whole30 Recipes']",1,155,13.9,8.5,7.7,7 mins,5,10,1159,Huevos Pericos are a typical Colombian breakfast made of scrambled eggs with scallions and tomatoes.
Chicken Satay with Spicy Peanut Sauce,https://www.skinnytaste.com/wp-content/uploads/2016/06/Grilled-Chicken-Satay-with-Spicy-Peanut-Sauce-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Low Carb']",4,265,34.5,8,9,40 mins,4.89,42,14235,"These easy, flavorful Thai-inspired chicken satay skewers are marinated in coconut milk and spices and then grilled and served with a delicious spicy peanut sauce for dipping."
Open Faced Tuna Sandwich with Avocado,https://www.skinnytaste.com/wp-content/uploads/2019/01/Open-Faced-Tuna-Sandwich-7-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Under 30 Minutes']",3,247,18,28,8,7 mins,5,10,3156,"Tuna with minced vegetables on a toasted slice of multi-grain bread with avocado and sprouts. A quick and easy, satisfying lunch."
Ropa Vieja,https://www.skinnytaste.com/wp-content/uploads/2023/03/Instant-Pot-Ropa-Vieja-10-260x390.jpg,"['Dairy Free', 'Gluten Free', 'Kid Friendly', 'Low Carb', 'Pressure Cooker Recipes']",7,350,35,11.5,15.5,1 hr 35 mins,5,16,2886,"Ropa Vieja is a Cuban dish made with shredded beef that has been slowly cooked with onions, peppers, olives, tomato sauce, and spices like cumin and oregano."
Green Smoothie Bowl,https://www.skinnytaste.com/wp-content/uploads/2023/04/Green-Smoothie-Bowl-5-260x390.jpg,"['Dairy Free', 'Freezer Meals', 'Gluten Free', 'Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",7,404,9,74,10.5,5 mins,5,4,842,This easy Green Smoothie Bowl is a tasty and nutritious breakfast that’s customizable and packed with healthy ingredients that will keep you feeling great all morning!
How To Make a Colorful Crudite Platter,https://www.skinnytaste.com/wp-content/uploads/2023/04/ColorfulCruditesFull-260x390.jpg,"['Kid Friendly', 'Under 30 Minutes', 'Vegetarian Meals']",,,,,,15 mins,0,0,728,"If you want to make a crudités platter like the pros, then look no further! This step-by-step tutorial will help you create the perfect crudités platter for your next party."
